ElectionType,Year,Province,EligibleVoters,Votes1,ValidVotes,Party,Count,Turnout,VoteShare
Second Chamber,1994,Zeeland,271997,216252,215526,Solidair '93,0,0.7923837395265388,0
Second Chamber,1994,Zuid-Holland,2447285,1901790,1885068,Solidair '93,3630,0.7702690941185845,0.0019256599761918404
Second Chamber,1994,Drenthe,345853,285035,284415,Pacifistisch Socialistische Partij '92,192,0.8223580538552506,6.750698802805759e-4
Second Chamber,1994,Flevoland,174772,138562,138219,Pacifistisch Socialistische Partij '92,101,0.790853225917195,7.30724430071119e-4
Second Chamber,1994,Fryslân,458765,378314,377407,Pacifistisch Socialistische Partij '92,435,0.8226586596623544,0.0011526018330343633
Second Chamber,1994,Gelderland,1394723,1128895,1125729,Pacifistisch Socialistische Partij '92,703,0.8071344632590127,6.244842231123121e-4
Second Chamber,1994,Groningen,436260,347689,346767,Pacifistisch Socialistische Partij '92,398,0.7948631549993124,0.0011477447392629634
Second Chamber,1994,Limburg,851450,630174,627009,Pacifistisch Socialistische Partij '92,420,0.7364014328498444,6.698468443036703e-4
Second Chamber,1994,Noord-Brabant,1701828,1313766,1309083,Pacifistisch Socialistische Partij '92,1048,0.7692216839774643,8.005603922745922e-4
Second Chamber,1994,Noord-Holland,1812865,1399525,1395671,Pacifistisch Socialistische Partij '92,1778,0.7698703433515458,0.0012739392020039108
Second Chamber,1994,Overijssel,779057,645336,643693,Pacifistisch Socialistische Partij '92,337,0.8262463465446046,5.23541501927161e-4
Second Chamber,1994,Utrecht,781069,635945,632969,Pacifistisch Socialistische Partij '92,452,0.8103880707082217,7.140950030728203e-4
Second Chamber,1994,Zeeland,271997,216252,215526,Pacifistisch Socialistische Partij '92,121,0.7923837395265388,5.61417184005642e-4
Second Chamber,1994,Zuid-Holland,2447285,1901790,1885068,Pacifistisch Socialistische Partij '92,1400,0.7702690941185845,7.426787786965776e-4
Second Chamber,1994,Drenthe,345853,285035,284415,De Nieuwe Partij,156,0.8223580538552506,5.48494277727968e-4
Second Chamber,1994,Flevoland,174772,138562,138219,De Nieuwe Partij,67,0.790853225917195,4.8473798826499973e-4
Second Chamber,1994,Fryslân,458765,378314,377407,De Nieuwe Partij,313,0.8226586596623544,8.293433879074845e-4
Second Chamber,1994,Gelderland,1394723,1128895,1125729,De Nieuwe Partij,864,0.8071344632590127,7.675026582774362e-4
Second Chamber,1994,Groningen,436260,347689,346767,De Nieuwe Partij,241,0.7948631549993124,6.949911612119954e-4
Second Chamber,1994,Limburg,851450,630174,627009,De Nieuwe Partij,416,0.7364014328498444,6.634673505483972e-4
Second Chamber,1994,Noord-Brabant,1701828,1313766,1309083,De Nieuwe Partij,1326,0.7692216839774643,0.0010129227864085011
Second Chamber,1994,Noord-Holland,1812865,1399525,1395671,De Nieuwe Partij,1082,0.7698703433515458,7.752543400271267e-4
Second Chamber,1994,Overijssel,779057,645336,643693,De Nieuwe Partij,323,0.8262463465446046,5.017920033307803e-4
Second Chamber,1994,Utrecht,781069,635945,632969,De Nieuwe Partij,659,0.8103880707082217,0.001041125236780948
Second Chamber,1994,Zeeland,271997,216252,215526,De Nieuwe Partij,184,0.7923837395265388,8.537253046036209e-4
Second Chamber,1994,Zuid-Holland,2447285,1901790,1885068,De Nieuwe Partij,1194,0.7702690941185845,6.333989012597954e-4
Second Chamber,1994,Drenthe,345853,285035,284415,Algemeen Democratische Partij,1384,0.8223580538552506,0.004866128720355818
Second Chamber,1994,Flevoland,174772,138562,138219,Algemeen Democratische Partij,0,0.790853225917195,0
Second Chamber,1994,Fryslân,458765,378314,377407,Algemeen Democratische Partij,194,0.8226586596623544,5.140339209394633e-4
Second Chamber,1994,Gelderland,1394723,1128895,1125729,Algemeen Democratische Partij,473,0.8071344632590127,4.2017217287642055e-4
Second Chamber,1994,Groningen,436260,347689,346767,Algemeen Democratische Partij,339,0.7948631549993124,9.776016748998606e-4
Second Chamber,1994,Limburg,851450,630174,627009,Algemeen Democratische Partij,428,0.7364014328498444,6.826058318142163e-4
Second Chamber,1994,Noord-Brabant,1701828,1313766,1309083,Algemeen Democratische Partij,623,0.7692216839774643,4.7590565304109824e-4
Second Chamber,1994,Noord-Holland,1812865,1399525,1395671,Algemeen Democratische Partij,457,0.7698703433515458,3.2744106598188254e-4
Second Chamber,1994,Overijssel,779057,645336,643693,Algemeen Democratische Partij,504,0.8262463465446046,7.829819494697006e-4
Second Chamber,1994,Utrecht,781069,635945,632969,Algemeen Democratische Partij,180,0.8103880707082217,2.843741162679373e-4
Second Chamber,1994,Zeeland,271997,216252,215526,Algemeen Democratische Partij,112,0.7923837395265388,5.196588810630736e-4
Second Chamber,1994,Zuid-Holland,2447285,1901790,1885068,Algemeen Democratische Partij,502,0.7702690941185845,2.6630339064691566e-4
Second Chamber,1994,Drenthe,345853,285035,284415,Patriottisch Democratisch Appèl,0,0.8223580538552506,0
Second Chamber,1994,Flevoland,174772,138562,138219,Patriottisch Democratisch Appèl,267,0.790853225917195,0.0019317170577127602
Second Chamber,1994,Fryslân,458765,378314,377407,Patriottisch Democratisch Appèl,0,0.8226586596623544,0
Second Chamber,1994,Gelderland,1394723,1128895,1125729,Patriottisch Democratisch Appèl,0,0.8071344632590127,0
Second Chamber,1994,Groningen,436260,347689,346767,Patriottisch Democratisch Appèl,0,0.7948631549993124,0
Second Chamber,1994,Limburg,851450,630174,627009,Patriottisch Democratisch Appèl,0,0.7364014328498444,0
Second Chamber,1994,Noord-Brabant,1701828,1313766,1309083,Patriottisch Democratisch Appèl,622,0.7692216839774643,4.7514175953701943e-4
Second Chamber,1994,Noord-Holland,1812865,1399525,1395671,Patriottisch Democratisch Appèl,2397,0.7698703433515458,0.0017174534686183204
Second Chamber,1994,Overijssel,779057,645336,643693,Patriottisch Democratisch Appèl,0,0.8262463465446046,0
Second Chamber,1994,Utrecht,781069,635945,632969,Patriottisch Democratisch Appèl,522,0.8103880707082217,8.246849371770182e-4
Second Chamber,1994,Zeeland,271997,216252,215526,Patriottisch Democratisch Appèl,0,0.7923837395265388,0
Second Chamber,1994,Zuid-Holland,2447285,1901790,1885068,Patriottisch Democratisch Appèl,1037,0.7702690941185845,5.501127810773935e-4
Second Chamber,1994,Drenthe,345853,285035,284415,Socialistische Arbeiderspartij,142,0.8223580538552506,4.992704322908426e-4
Second Chamber,1994,Flevoland,174772,138562,138219,Socialistische Arbeiderspartij,33,0.790853225917195,2.3875154645888047e-4
Second Chamber,1994,Fryslân,458765,378314,377407,Socialistische Arbeiderspartij,115,0.8226586596623544,3.047108294228777e-4
Second Chamber,1994,Gelderland,1394723,1128895,1125729,Socialistische Arbeiderspartij,473,0.8071344632590127,4.2017217287642055e-4
Second Chamber,1994,Groningen,436260,347689,346767,Socialistische Arbeiderspartij,205,0.7948631549993124,5.911750541429836e-4
Second Chamber,1994,Limburg,851450,630174,627009,Socialistische Arbeiderspartij,390,0.7364014328498444,6.220006411391224e-4
Second Chamber,1994,Noord-Brabant,1701828,1313766,1309083,Socialistische Arbeiderspartij,730,0.7692216839774643,5.576422579775308e-4
Second Chamber,1994,Noord-Holland,1812865,1399525,1395671,Socialistische Arbeiderspartij,766,0.7698703433515458,5.488399486698513e-4
Second Chamber,1994,Overijssel,779057,645336,643693,Socialistische Arbeiderspartij,203,0.8262463465446046,3.153677296475183e-4
Second Chamber,1994,Utrecht,781069,635945,632969,Socialistische Arbeiderspartij,239,0.8103880707082217,3.7758563215576117e-4
Second Chamber,1994,Zeeland,271997,216252,215526,Socialistische Arbeiderspartij,63,0.7923837395265388,2.923081205979789e-4
Second Chamber,1994,Zuid-Holland,2447285,1901790,1885068,Socialistische Arbeiderspartij,988,0.7702690941185845,5.241190238230133e-4
Second Chamber,1994,Drenthe,345853,285035,284415,Libertarische Partij,82,0.8223580538552506,2.8831109470316265e-4
Second Chamber,1994,Flevoland,174772,138562,138219,Libertarische Partij,32,0.790853225917195,2.3151665111164168e-4
Second Chamber,1994,Fryslân,458765,378314,377407,Libertarische Partij,75,0.8226586596623544,1.9872445397144196e-4
Second Chamber,1994,Gelderland,1394723,1128895,1125729,Libertarische Partij,257,0.8071344632590127,0.00022829650830706147
Second Chamber,1994,Groningen,436260,347689,346767,Libertarische Partij,87,0.7948631549993124,2.508889254167784e-4
Second Chamber,1994,Limburg,851450,630174,627009,Libertarische Partij,212,0.7364014328498444,3.3811316902947165e-4
Second Chamber,1994,Noord-Brabant,1701828,1313766,1309083,Libertarische Partij,559,0.7692216839774643,4.2701646878005444e-4
Second Chamber,1994,Noord-Holland,1812865,1399525,1395671,Libertarische Partij,517,0.7698703433515458,3.70431140290226e-4
Second Chamber,1994,Overijssel,779057,645336,643693,Libertarische Partij,139,0.8262463465446046,2.1594145034977853e-4
Second Chamber,1994,Utrecht,781069,635945,632969,Libertarische Partij,156,0.8103880707082217,2.4645756743221233e-4
Second Chamber,1994,Zeeland,271997,216252,215526,Libertarische Partij,67,0.7923837395265388,3.108673663502315e-4
Second Chamber,1994,Zuid-Holland,2447285,1901790,1885068,Libertarische Partij,571,0.7702690941185845,3.029068447398184e-4
Second Chamber,1998,Drenthe,356280,273110,272842,Partij van de Arbeid (P.v.d.A.),101773,0.7658077916245649,0.3730107534763709
Second Chamber,1998,Flevoland,204917,149315,149125,Partij van de Arbeid (P.v.d.A.),38531,0.7277336677776856,0.2583805532271584
Second Chamber,1998,Fryslân,468739,364201,363714,Partij van de Arbeid (P.v.d.A.),122277,0.7759414087583922,0.3361899734406704
Second Chamber,1998,Gelderland,1433859,1088803,1087198,Partij van de Arbeid (P.v.d.A.),315803,0.7582321553235011,0.290474228245453
Second Chamber,1998,Groningen,437263,326957,326428,Partij van de Arbeid (P.v.d.A.),120972,0.746525546410284,0.3705932089159018
Second Chamber,1998,Limburg,860125,587796,586582,Partij van de Arbeid (P.v.d.A.),175277,0.6819729690451969,0.2988107374587014
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,Partij van de Arbeid (P.v.d.A.),356928,0.7041387582869564,0.2891273478109779
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,Partij van de Arbeid (P.v.d.A.),380784,0.7224794440990476,0.2839476345154045
Second Chamber,1998,Overijssel,797807,624273,623348,Partij van de Arbeid (P.v.d.A.),180974,0.7813268121237342,0.29032578912581736
Second Chamber,1998,Utrecht,812212,621166,620466,Partij van de Arbeid (P.v.d.A.),146240,0.7639212422372484,0.2356938172276966
Second Chamber,1998,Zeeland,276159,203550,203282,Partij van de Arbeid (P.v.d.A.),56515,0.7361049250612871,0.27801280979132437
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,Partij van de Arbeid (P.v.d.A.),498481,0.7201651773170573,0.277047016420594
Second Chamber,1998,Drenthe,356280,273110,272842,VVD,58988,0.7658077916245649,0.2161983858790069
Second Chamber,1998,Flevoland,204917,149315,149125,VVD,43431,0.7277336677776856,0.29123889354568316
Second Chamber,1998,Fryslân,468739,364201,363714,VVD,59515,0.7759414087583922,0.1636313147143085
Second Chamber,1998,Gelderland,1433859,1088803,1087198,VVD,249891,0.7582321553235011,0.22984865682240033
Second Chamber,1998,Groningen,437263,326957,326428,VVD,53555,0.746525546410284,0.1640637445317191
Second Chamber,1998,Limburg,860125,587796,586582,VVD,124812,0.6819729690451969,0.21277843506960664
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,VVD,302947,0.7041387582869564,0.24540036824595524
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,VVD,391465,0.7224794440990476,0.2919123722256524
Second Chamber,1998,Overijssel,797807,624273,623348,VVD,116610,0.7813268121237342,0.18707046465216862
Second Chamber,1998,Utrecht,812212,621166,620466,VVD,171996,0.7639212422372484,0.2772045527071588
Second Chamber,1998,Zeeland,276159,203550,203282,VVD,47393,0.7361049250612871,0.23313918595842228
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,VVD,504368,0.7201651773170573,0.28031890799854386
Second Chamber,1998,Drenthe,356280,273110,272842,CDA,48899,0.7658077916245649,0.17922094105746184
Second Chamber,1998,Flevoland,204917,149315,149125,CDA,22117,0.7277336677776856,0.14831181894383907
Second Chamber,1998,Fryslân,468739,364201,363714,CDA,96174,0.7759414087583922,0.2644220458932018
Second Chamber,1998,Gelderland,1433859,1088803,1087198,CDA,222216,0.7582321553235011,0.20439331198181013
Second Chamber,1998,Groningen,437263,326957,326428,CDA,52341,0.746525546410284,0.1603447008222334
Second Chamber,1998,Limburg,860125,587796,586582,CDA,142627,0.6819729690451969,0.24314929540967845
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,CDA,265677,0.7041387582869564,0.21521003223164664
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,CDA,167378,0.7224794440990476,0.12481245842766339
Second Chamber,1998,Overijssel,797807,624273,623348,CDA,166671,0.7813268121237342,0.2673803397139319
Second Chamber,1998,Utrecht,812212,621166,620466,CDA,99056,0.7639212422372484,0.1596477486276444
Second Chamber,1998,Zeeland,276159,203550,203282,CDA,34982,0.7361049250612871,0.1720860676301886
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,CDA,262915,0.7201651773170573,0.146123556007592
Second Chamber,1998,Drenthe,356280,273110,272842,Democraten 66 (D66),22051,0.7658077916245649,0.08081966852610668
Second Chamber,1998,Flevoland,204917,149315,149125,Democraten 66 (D66),13451,0.7277336677776856,0.09019949706621962
Second Chamber,1998,Fryslân,468739,364201,363714,Democraten 66 (D66),25631,0.7759414087583922,0.07047020461131548
Second Chamber,1998,Gelderland,1433859,1088803,1087198,Democraten 66 (D66),88589,0.7582321553235011,0.08148377756397639
Second Chamber,1998,Groningen,437263,326957,326428,Democraten 66 (D66),28037,0.746525546410284,0.08589030352788364
Second Chamber,1998,Limburg,860125,587796,586582,Democraten 66 (D66),43246,0.6819729690451969,0.07372541264477941
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,Democraten 66 (D66),103091,0.7041387582869564,0.08350823531127152
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,Democraten 66 (D66),154610,0.7224794440990476,0.11529146122848305
Second Chamber,1998,Overijssel,797807,624273,623348,Democraten 66 (D66),41311,0.7813268121237342,0.06627277219145646
Second Chamber,1998,Utrecht,812212,621166,620466,Democraten 66 (D66),70669,0.7639212422372484,0.11389665187133542
Second Chamber,1998,Zeeland,276159,203550,203282,Democraten 66 (D66),14024,0.7361049250612871,0.06898790842278214
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,Democraten 66 (D66),168787,0.7201651773170573,0.09380886084039872
Second Chamber,1998,Drenthe,356280,273110,272842,GL,15257,0.7658077916245649,0.05591881015386194
Second Chamber,1998,Flevoland,204917,149315,149125,GL,9845,0.7277336677776856,0.0660184409052808
Second Chamber,1998,Fryslân,468739,364201,363714,GL,24683,0.7759414087583922,0.06786376108700792
Second Chamber,1998,Gelderland,1433859,1088803,1087198,GL,72885,0.7582321553235011,0.06703930654765737
Second Chamber,1998,Groningen,437263,326957,326428,GL,26369,0.746525546410284,0.08078044775570722
Second Chamber,1998,Limburg,860125,587796,586582,GL,43757,0.6819729690451969,0.07459656109461252
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,GL,82185,0.7041387582869564,0.0665734576156682
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,GL,130442,0.7224794440990476,0.0972695736728917
Second Chamber,1998,Overijssel,797807,624273,623348,GL,35017,0.7813268121237342,0.056175683566803775
Second Chamber,1998,Utrecht,812212,621166,620466,GL,53365,0.7639212422372484,0.08600793597070588
Second Chamber,1998,Zeeland,276159,203550,203282,GL,11090,0.7361049250612871,0.0545547564467095
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,GL,121073,0.7201651773170573,0.06729025463175241
Second Chamber,1998,Drenthe,356280,273110,272842,SP (Socialistische Partij),7841,0.7658077916245649,0.028738244111976896
Second Chamber,1998,Flevoland,204917,149315,149125,SP (Socialistische Partij),3959,0.7277336677776856,0.026548197820620286
Second Chamber,1998,Fryslân,468739,364201,363714,SP (Socialistische Partij),11753,0.7759414087583922,0.03231385099281303
Second Chamber,1998,Gelderland,1433859,1088803,1087198,SP (Socialistische Partij),31164,0.7582321553235011,0.028664511892038065
Second Chamber,1998,Groningen,437263,326957,326428,SP (Socialistische Partij),14034,0.746525546410284,0.04299263543568566
Second Chamber,1998,Limburg,860125,587796,586582,SP (Socialistische Partij),29183,0.6819729690451969,0.04975092996375613
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,SP (Socialistische Partij),65077,0.7041387582869564,0.052715226638131524
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,SP (Socialistische Partij),41300,0.7224794440990476,0.030797085238576744
Second Chamber,1998,Overijssel,797807,624273,623348,SP (Socialistische Partij),15966,0.7813268121237342,0.025613301077407804
Second Chamber,1998,Utrecht,812212,621166,620466,SP (Socialistische Partij),15824,0.7639212422372484,0.025503411951662138
Second Chamber,1998,Zeeland,276159,203550,203282,SP (Socialistische Partij),5640,0.7361049250612871,0.02774470932005785
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,SP (Socialistische Partij),61962,0.7201651773170573,0.03443739526973514
Second Chamber,1998,Drenthe,356280,273110,272842,Reformatorische Politieke Federatie (RPF),5249,0.7658077916245649,0.019238240446852024
Second Chamber,1998,Flevoland,204917,149315,149125,Reformatorische Politieke Federatie (RPF),4978,0.7277336677776856,0.03338139145012573
Second Chamber,1998,Fryslân,468739,364201,363714,Reformatorische Politieke Federatie (RPF),8879,0.7759414087583922,0.02441203802988062
Second Chamber,1998,Gelderland,1433859,1088803,1087198,Reformatorische Politieke Federatie (RPF),33519,0.7582321553235011,0.030830630667090998
Second Chamber,1998,Groningen,437263,326957,326428,Reformatorische Politieke Federatie (RPF),6301,0.746525546410284,0.019302878429546484
Second Chamber,1998,Limburg,860125,587796,586582,Reformatorische Politieke Federatie (RPF),1364,0.6819729690451969,0.0023253355882042067
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,Reformatorische Politieke Federatie (RPF),7338,0.7041387582869564,0.00594410211089339
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,Reformatorische Politieke Federatie (RPF),13881,0.7224794440990476,0.0103509525471352
Second Chamber,1998,Overijssel,797807,624273,623348,Reformatorische Politieke Federatie (RPF),19968,0.7813268121237342,0.032033470870204125
Second Chamber,1998,Utrecht,812212,621166,620466,Reformatorische Politieke Federatie (RPF),18420,0.7639212422372484,0.029687364013499532
Second Chamber,1998,Zeeland,276159,203550,203282,Reformatorische Politieke Federatie (RPF),7354,0.7361049250612871,0.03617634615952224
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,Reformatorische Politieke Federatie (RPF),47342,0.7201651773170573,0.02631185511861788
Second Chamber,1998,Drenthe,356280,273110,272842,Staatkundig Gereformeerde Partij (SGP),675,0.7658077916245649,0.0024739592877929353
Second Chamber,1998,Flevoland,204917,149315,149125,Staatkundig Gereformeerde Partij (SGP),3456,0.7277336677776856,0.023175188600167644
Second Chamber,1998,Fryslân,468739,364201,363714,Staatkundig Gereformeerde Partij (SGP),1876,0.7759414087583922,0.005157898788608632
Second Chamber,1998,Gelderland,1433859,1088803,1087198,Staatkundig Gereformeerde Partij (SGP),36330,0.7582321553235011,0.03341617626228157
Second Chamber,1998,Groningen,437263,326957,326428,Staatkundig Gereformeerde Partij (SGP),641,0.746525546410284,0.001963679586309998
Second Chamber,1998,Limburg,860125,587796,586582,Staatkundig Gereformeerde Partij (SGP),250,0.6819729690451969,4.261978717383077e-4
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,Staatkundig Gereformeerde Partij (SGP),5450,0.7041387582869564,0.0044147392347191295
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,Staatkundig Gereformeerde Partij (SGP),3445,0.7224794440990476,0.002568909410336486
Second Chamber,1998,Overijssel,797807,624273,623348,Staatkundig Gereformeerde Partij (SGP),14077,0.7813268121237342,0.022582891097749573
Second Chamber,1998,Utrecht,812212,621166,620466,Staatkundig Gereformeerde Partij (SGP),14860,0.7639212422372484,0.023949741001118515
Second Chamber,1998,Zeeland,276159,203550,203282,Staatkundig Gereformeerde Partij (SGP),16828,0.7361049250612871,0.08278155468757686
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,Staatkundig Gereformeerde Partij (SGP),55695,0.7201651773170573,0.030954306341756218
Second Chamber,1998,Drenthe,356280,273110,272842,Gereformeerd Politiek Verbond (GPV),6473,0.7658077916245649,0.023724353288716547
Second Chamber,1998,Flevoland,204917,149315,149125,Gereformeerd Politiek Verbond (GPV),3344,0.7277336677776856,0.022424140821458508
Second Chamber,1998,Fryslân,468739,364201,363714,Gereformeerd Politiek Verbond (GPV),6998,0.7759414087583922,0.019240392176270365
Second Chamber,1998,Gelderland,1433859,1088803,1087198,Gereformeerd Politiek Verbond (GPV),11567,0.7582321553235011,0.010639276378359784
Second Chamber,1998,Groningen,437263,326957,326428,Gereformeerd Politiek Verbond (GPV),14778,0.746525546410284,0.04527185167939025
Second Chamber,1998,Limburg,860125,587796,586582,Gereformeerd Politiek Verbond (GPV),1017,0.6819729690451969,0.0017337729422314356
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,Gereformeerd Politiek Verbond (GPV),3586,0.7041387582869564,0.0029048174120555595
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,Gereformeerd Politiek Verbond (GPV),6588,0.7224794440990476,0.004912619795441733
Second Chamber,1998,Overijssel,797807,624273,623348,Gereformeerd Politiek Verbond (GPV),18263,0.7813268121237342,0.029298241110904344
Second Chamber,1998,Utrecht,812212,621166,620466,Gereformeerd Politiek Verbond (GPV),12351,0.7639212422372484,0.019906006130875824
Second Chamber,1998,Zeeland,276159,203550,203282,Gereformeerd Politiek Verbond (GPV),3577,0.7361049250612871,0.01759624560954733
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,Gereformeerd Politiek Verbond (GPV),20182,0.7201651773170573,0.01121680241654231
Second Chamber,1998,Drenthe,356280,273110,272842,Centrumdemocraten,0,0.7658077916245649,0
Second Chamber,1998,Flevoland,204917,149315,149125,Centrumdemocraten,891,0.7277336677776856,0.005974853310980721
Second Chamber,1998,Fryslân,468739,364201,363714,Centrumdemocraten,1364,0.7759414087583922,0.0037501993324425237
Second Chamber,1998,Gelderland,1433859,1088803,1087198,Centrumdemocraten,3682,0.7582321553235011,0.0033866876134797893
Second Chamber,1998,Groningen,437263,326957,326428,Centrumdemocraten,1351,0.746525546410284,0.004138738098447437
Second Chamber,1998,Limburg,860125,587796,586582,Centrumdemocraten,5932,0.6819729690451969,0.010112823100606565
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,Centrumdemocraten,9403,0.7041387582869564,0.007616842756708986
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,Centrumdemocraten,8532,0.7224794440990476,0.0063622453088507695
Second Chamber,1998,Overijssel,797807,624273,623348,Centrumdemocraten,2847,0.7813268121237342,0.004567272213915822
Second Chamber,1998,Utrecht,812212,621166,620466,Centrumdemocraten,3441,0.7639212422372484,0.0055458316813491795
Second Chamber,1998,Zeeland,276159,203550,203282,Centrumdemocraten,1161,0.7361049250612871,0.005711277929182122
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,Centrumdemocraten,13622,0.7201651773170573,0.007570869216040994
Second Chamber,1998,Drenthe,356280,273110,272842,AOV/Unie55+,1312,0.7658077916245649,0.004808643830495305
Second Chamber,1998,Flevoland,204917,149315,149125,AOV/Unie55+,1136,0.7277336677776856,0.0076177703269069575
Second Chamber,1998,Fryslân,468739,364201,363714,AOV/Unie55+,873,0.7759414087583922,0.0024002375492832282
Second Chamber,1998,Gelderland,1433859,1088803,1087198,AOV/Unie55+,3934,0.7582321553235011,0.0036184761193453264
Second Chamber,1998,Groningen,437263,326957,326428,AOV/Unie55+,2078,0.746525546410284,0.006365875476368449
Second Chamber,1998,Limburg,860125,587796,586582,AOV/Unie55+,5869,0.6819729690451969,0.010005421236928512
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,AOV/Unie55+,6676,0.7041387582869564,0.005407853051556864
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,AOV/Unie55+,8068,0.7224794440990476,0.00601624415750211
Second Chamber,1998,Overijssel,797807,624273,623348,AOV/Unie55+,3093,0.7813268121237342,0.004961915334612448
Second Chamber,1998,Utrecht,812212,621166,620466,AOV/Unie55+,2137,0.7639212422372484,0.0034441854992860203
Second Chamber,1998,Zeeland,276159,203550,203282,AOV/Unie55+,1186,0.7361049250612871,0.0058342597967355695
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,AOV/Unie55+,9632,0.7201651773170573,0.0053532970407360785
Second Chamber,1998,Drenthe,356280,273110,272842,Nederland Mobiel,1268,0.7658077916245649,0.0046473783361799135
Second Chamber,1998,Flevoland,204917,149315,149125,Nederland Mobiel,1394,0.7277336677776856,0.009347862531433361
Second Chamber,1998,Fryslân,468739,364201,363714,Nederland Mobiel,0,0.7759414087583922,0
Second Chamber,1998,Gelderland,1433859,1088803,1087198,Nederland Mobiel,4438,0.7582321553235011,0.0040820531310764
Second Chamber,1998,Groningen,437263,326957,326428,Nederland Mobiel,1070,0.746525546410284,0.0032779050816719156
Second Chamber,1998,Limburg,860125,587796,586582,Nederland Mobiel,1945,0.6819729690451969,0.003315819442124034
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,Nederland Mobiel,6156,0.7041387582869564,0.004986630225491919
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,Nederland Mobiel,10782,0.7224794440990476,0.008040052616037153
Second Chamber,1998,Overijssel,797807,624273,623348,Nederland Mobiel,2321,0.7813268121237342,0.0037234418013693794
Second Chamber,1998,Utrecht,812212,621166,620466,Nederland Mobiel,3662,0.7639212422372484,0.005902015581836877
Second Chamber,1998,Zeeland,276159,203550,203282,Nederland Mobiel,1192,0.7361049250612871,0.005863775444948397
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,Nederland Mobiel,10991,0.7201651773170573,0.006108605458339933
Second Chamber,1998,Drenthe,356280,273110,272842,Senioren 2000,880,0.7658077916245649,0.0032253098863078266
Second Chamber,1998,Flevoland,204917,149315,149125,Senioren 2000,789,0.7277336677776856,0.005290863369656329
Second Chamber,1998,Fryslân,468739,364201,363714,Senioren 2000,842,0.7759414087583922,0.0023150057462731706
Second Chamber,1998,Gelderland,1433859,1088803,1087198,Senioren 2000,3264,0.7582321553235011,0.0030022130283536208
Second Chamber,1998,Groningen,437263,326957,326428,Senioren 2000,1012,0.746525546410284,0.003100224245469139
Second Chamber,1998,Limburg,860125,587796,586582,Senioren 2000,3420,0.6819729690451969,0.0058303868853800496
Second Chamber,1998,Noord-Brabant,1753207,1236296,1234501,Senioren 2000,6244,0.7041387582869564,0.005057914088364449
Second Chamber,1998,Noord-Holland,1856158,1343957,1341036,Senioren 2000,7426,0.7224794440990476,0.005537509805851595
Second Chamber,1998,Overijssel,797807,624273,623348,Senioren 2000,1613,0.7813268121237342,0.0025876396491205556
Second Chamber,1998,Utrecht,812212,621166,620466,Senioren 2000,2533,0.7639212422372484,0.004082415474820538
Second Chamber,1998,Zeeland,276159,203550,203282,Senioren 2000,656,0.7361049250612871,0.0032270442046024735
Second Chamber,1998,Zuid-Holland,2498406,1802798,1799265,Senioren 2000,7478,0.7201651773170573,0.0041561415355714695
Second Chamber,1998,Drenthe,356280,273110,272842,Nederlandse Middenstands Partij,780,0.7658077916245649,0.0028587973992273918
Second Chamber,1998,Flevoland,204917,149315,149125,Nederlandse Middenstands Partij,581,0.7277336677776856,0.0038960603520536465
Second Chamber,1998,Fryslân,468739,364201,363714,Nederlandse Middenstands Partij,1110,0.7759414087583922,0.003051848430360118
